utc,irradiance,qualityflags,irradiancetype
2021-05-09 06:27:59.408010,36.01327485628099,65554,0
2021-05-09 06:28:49.407080,54.476734412604294,65554,0
2021-05-09 06:29:39.406168,159.8819011476252,65554,0
2021-05-09 06:30:29.405257,482.102313361205,65554,0
2021-05-09 06:31:19.404329,945.0481467590305,65554,0
2021-05-09 06:32:09.403409,1264.0238260704061,65554,0
2021-05-09 06:32:59.402496,1356.418956028022,65554,0
2021-05-09 06:33:49.401579,1361.7000404132405,65554,0
2021-05-09 06:34:39.400636,1361.679228245071,65536,0
2021-05-09 06:35:29.399731,1361.7113775533037,65536,0
2021-05-09 06:36:19.398801,1361.722636662026,65536,0
2021-05-09 06:37:09.397874,1361.7215424921965,65536,0
2021-05-09 06:37:59.396976,1361.7242014401256,65536,0
2021-05-09 06:38:49.396037,1361.7439479861534,0,1
2021-05-09 06:39:39.395134,1361.773038569104,0,1
2021-05-09 06:40:29.394221,1361.7871562226,0,1
2021-05-09 06:41:19.393295,1361.7792963063182,0,1
2021-05-09 06:42:09.392391,1361.7602027557116,0,1
2021-05-09 06:42:59.391478,1361.7420311832748,0,1
2021-05-09 06:43:49.390557,1361.7368018735717,0,1
2021-05-09 06:44:39.389648,1361.7407929180954,0,1
2021-05-09 06:45:29.388743,1361.733072360449,0,1
2021-05-09 06:46:19.387830,1361.7072808287323,0,1
2021-05-09 06:47:09.386910,1361.676940529444,0,1
2021-05-09 06:47:59.386014,1361.653787310858,0,1
2021-05-09 06:48:49.385098,1361.6420122220588,0,1
2021-05-09 06:49:39.384184,1361.6445151687938,0,1
2021-05-09 06:50:29.383266,1361.6655466227955,0,1
2021-05-09 06:51:19.382352,1361.6988443200091,0,1
2021-05-09 06:52:09.381439,1361.72600970504,0,1
2021-05-09 06:52:59.380349,1361.7376312900624,0,1
2021-05-09 06:53:49.379510,1361.7359426907858,0,1
2021-05-09 06:54:39.378608,1361.7243350183126,0,1
2021-05-09 06:55:29.377667,1361.7085900312352,0,1
2021-05-09 06:56:19.376687,1361.6963008317282,0,1
2021-05-09 06:57:09.375757,1361.6893914469372,0,1
2021-05-09 06:57:59.374838,1361.685246386761,0,1
2021-05-09 06:58:49.373941,1361.6851918775553,0,1
2021-05-09 06:59:39.373008,1361.687058914653,0,1
2021-05-09 07:00:29.372099,1361.681589462858,0,1
2021-05-09 07:01:19.388083,1361.6763518398145,0,1
2021-05-09 07:02:09.387179,1361.6938290157157,0,1
2021-05-09 07:02:59.386275,1361.7340658851042,0,1
2021-05-09 07:03:49.385352,1361.7755685132286,0,1
2021-05-09 07:04:39.384434,1361.803291635202,65536,0
